YEAR,LocationAbbr,LocationDesc,TopicType,TopicDesc,MeasureDesc,DataSource,Response,Data_Value_Unit,Data_Value_Type,Data_Value,Data_Value_Footnote_Symbol,Data_Value_Footnote,Data_Value_Std_Err,Low_Confidence_Limit,High_Confidence_Limit,Sample_Size,Gender,Race,Age,Education,GeoLocation,TopicTypeId,TopicId,MeasureId,StratificationID1,StratificationID2,StratificationID3,StratificationID4,SubMeasureID,DisplayOrder
2014,UT,Utah,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Frequency,BRFSS,Every Day,%,Percentage,66.4,,,1.7,63.2,69.6,1213,Overall,All Races,All Ages,All Grades,"(39.360700171000474, -111.58713063499971)",BEH,100BEH,166SSP,1GEN,8AGE,6RAC,6EDU,BRF25,25
2014,UT,Utah,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Frequency,BRFSS,Some Days,%,Percentage,33.9,,,2.5,29.0,38.8,581,Female,All Races,All Ages,All Grades,"(39.360700171000474, -111.58713063499971)",BEH,100BEH,166SSP,3GEN,8AGE,6RAC,6EDU,BRF26,26
2014,UT,Utah,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Frequency,BRFSS,Some Days,%,Percentage,33.4,,,2.2,29.1,37.7,632,Male,All Races,All Ages,All Grades,"(39.360700171000474, -111.58713063499971)",BEH,100BEH,166SSP,2GEN,8AGE,6RAC,6EDU,BRF26,26
2014,UT,Utah,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Frequency,BRFSS,Some Days,%,Percentage,33.6,,,1.7,30.4,36.8,1213,Overall,All Races,All Ages,All Grades,"(39.360700171000474, -111.58713063499971)",BEH,100BEH,166SSP,1GEN,8AGE,6RAC,6EDU,BRF26,26
2014,UT,Utah,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Status,BRFSS,Current,%,Percentage,8.2,,,0.4,7.4,9.0,7785,Female,All Races,All Ages,All Grades,"(39.360700171000474, -111.58713063499971)",BEH,100BEH,165SSA,3GEN,8AGE,6RAC,6EDU,BRF27,27
2014,UT,Utah,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Status,BRFSS,Current,%,Percentage,11.2,,,0.5,10.2,12.2,6674,Male,All Races,All Ages,All Grades,"(39.360700171000474, -111.58713063499971)",BEH,100BEH,165SSA,2GEN,8AGE,6RAC,6EDU,BRF27,27
2014,UT,Utah,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Status,BRFSS,Current,%,Percentage,9.7,,,0.3,9.1,10.3,14459,Overall,All Races,All Ages,All Grades,"(39.360700171000474, -111.58713063499971)",BEH,100BEH,165SSA,1GEN,8AGE,6RAC,6EDU,BRF27,27
2014,UT,Utah,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Status,BRFSS,Former,%,Percentage,11.6,,,0.4,10.7,12.5,7785,Female,All Races,All Ages,All Grades,"(39.360700171000474, -111.58713063499971)",BEH,100BEH,165SSA,3GEN,8AGE,6RAC,6EDU,BRF28,28
2014,UT,Utah,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Status,BRFSS,Former,%,Percentage,20.6,,,0.6,19.5,21.7,6674,Male,All Races,All Ages,All Grades,"(39.360700171000474, -111.58713063499971)",BEH,100BEH,165SSA,2GEN,8AGE,6RAC,6EDU,BRF28,28
2014,UT,Utah,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Status,BRFSS,Former,%,Percentage,16.1,,,0.4,15.4,16.8,14459,Overall,All Races,All Ages,All Grades,"(39.360700171000474, -111.58713063499971)",BEH,100BEH,165SSA,1GEN,8AGE,6RAC,6EDU,BRF28,28
2014,UT,Utah,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Status,BRFSS,Never,%,Percentage,80.2,,,0.6,79.1,81.3,7785,Female,All Races,All Ages,All Grades,"(39.360700171000474, -111.58713063499971)",BEH,100BEH,165SSA,3GEN,8AGE,6RAC,6EDU,BRF29,29
2014,UT,Utah,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Status,BRFSS,Never,%,Percentage,68.3,,,0.7,66.9,69.7,6674,Male,All Races,All Ages,All Grades,"(39.360700171000474, -111.58713063499971)",BEH,100BEH,165SSA,2GEN,8AGE,6RAC,6EDU,BRF29,29
2014,UT,Utah,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Status,BRFSS,Never,%,Percentage,74.3,,,0.4,73.4,75.2,14459,Overall,All Races,All Ages,All Grades,"(39.360700171000474, -111.58713063499971)",BEH,100BEH,165SSA,1GEN,8AGE,6RAC,6EDU,BRF29,29
2014,VT,Vermont,Tobacco Use – Survey Data,Cigarette Use (Adults),Current Smoking,BRFSS,,%,Percentage,15.9,,,0.6,14.7,17.1,5810,Overall,White,All Ages,All Grades,"(43.62538123900049, -72.51764079099962)",BEH,100BEH,110CSA,1GEN,8AGE,5RAC,6EDU,BRF22,22
2014,VT,Vermont,Tobacco Use – Survey Data,Cigarette Use (Adults),Current Smoking,BRFSS,,%,Percentage,20.2,,,1.6,17.1,23.3,927,Female,All Races,18 to 44 Years,All Grades,"(43.62538123900049, -72.51764079099962)",BEH,100BEH,110CSA,3GEN,5AGE,6RAC,6EDU,BRF45,45
2014,VT,Vermont,Tobacco Use – Survey Data,Cigarette Use (Adults),Current Smoking,BRFSS,,%,Percentage,15.0,,,0.8,13.5,16.5,3429,Female,All Races,All Ages,All Grades,"(43.62538123900049, -72.51764079099962)",BEH,100BEH,110CSA,3GEN,8AGE,6RAC,6EDU,BRF21,21
2014,VT,Vermont,Tobacco Use – Survey Data,Cigarette Use (Adults),Current Smoking,BRFSS,,%,Percentage,,*,Data in these cells have been suppressed because of a small sample size,,,,,Overall,African American,All Ages,All Grades,"(43.62538123900049, -72.51764079099962)",BEH,100BEH,110CSA,1GEN,8AGE,1RAC,6EDU,BRF22,22
2014,VT,Vermont,Tobacco Use – Survey Data,Cigarette Use (Adults),Current Smoking,BRFSS,,%,Percentage,17.8,,,2.3,13.3,22.3,325,Overall,All Races,18 to 24 Years,All Grades,"(43.62538123900049, -72.51764079099962)",BEH,100BEH,110CSA,1GEN,1AGE,6RAC,6EDU,BRF23,23
2014,VT,Vermont,Tobacco Use – Survey Data,Cigarette Use (Adults),Current Smoking,BRFSS,,%,Percentage,25.7,,,1.4,23.0,28.4,1379,Overall,All Races,25 to 44 Years,All Grades,"(43.62538123900049, -72.51764079099962)",BEH,100BEH,110CSA,1GEN,2AGE,6RAC,6EDU,BRF23,23
2014,VT,Vermont,Tobacco Use – Survey Data,Cigarette Use (Adults),Current Smoking,BRFSS,,%,Percentage,15.1,,,0.8,13.6,16.6,2709,Overall,All Races,45 to 64 Years,All Grades,"(43.62538123900049, -72.51764079099962)",BEH,100BEH,110CSA,1GEN,3AGE,6RAC,6EDU,BRF23,23
2014,VT,Vermont,Tobacco Use – Survey Data,Cigarette Use (Adults),Current Smoking,BRFSS,,%,Percentage,5.8,,,0.6,4.6,7.0,1755,Overall,All Races,65 Years and Older,All Grades,"(43.62538123900049, -72.51764079099962)",BEH,100BEH,110CSA,1GEN,4AGE,6RAC,6EDU,BRF23,23
2014,VT,Vermont,Tobacco Use – Survey Data,Cigarette Use (Adults),Current Smoking,BRFSS,,%,Percentage,38.4,,,3.4,31.8,45.0,289,Overall,All Races,Age 20 and Older,< 12th Grade,"(43.62538123900049, -72.51764079099962)",BEH,100BEH,110CSA,1GEN,6AGE,6RAC,3EDU,BRF24,24
2014,VT,Vermont,Tobacco Use – Survey Data,Cigarette Use (Adults),Current Smoking,BRFSS,,%,Percentage,10.8,,,0.6,9.6,12.0,4051,Overall,All Races,Age 20 and Older,> 12th Grade,"(43.62538123900049, -72.51764079099962)",BEH,100BEH,110CSA,1GEN,6AGE,6RAC,5EDU,BRF24,24
2014,VT,Vermont,Tobacco Use – Survey Data,Cigarette Use (Adults),Current Smoking,BRFSS,,%,Percentage,22.7,,,1.1,20.5,24.9,1717,Overall,All Races,Age 20 and Older,12th Grade,"(43.62538123900049, -72.51764079099962)",BEH,100BEH,110CSA,1GEN,6AGE,6RAC,4EDU,BRF24,24
2014,VT,Vermont,Tobacco Use – Survey Data,Cigarette Use (Adults),Current Smoking,BRFSS,,%,Percentage,37.8,,,3.4,31.2,44.4,282,Overall,All Races,Age 25 and Older,< 12th Grade,"(43.62538123900049, -72.51764079099962)",BEH,100BEH,110CSA,1GEN,7AGE,6RAC,3EDU,BRF24,24
2014,VT,Vermont,Tobacco Use – Survey Data,Cigarette Use (Adults),Current Smoking,BRFSS,,%,Percentage,10.6,,,0.6,9.4,11.8,3895,Overall,All Races,Age 25 and Older,> 12th Grade,"(43.62538123900049, -72.51764079099962)",BEH,100BEH,110CSA,1GEN,7AGE,6RAC,5EDU,BRF24,24
2014,VT,Vermont,Tobacco Use – Survey Data,Cigarette Use (Adults),Current Smoking,BRFSS,,%,Percentage,22.1,,,1.1,19.9,24.3,1653,Overall,All Races,Age 25 and Older,12th Grade,"(43.62538123900049, -72.51764079099962)",BEH,100BEH,110CSA,1GEN,7AGE,6RAC,4EDU,BRF24,24
2014,VT,Vermont,Tobacco Use – Survey Data,Cigarette Use (Adults),Current Smoking,BRFSS,,%,Percentage,16.4,,,0.6,15.2,17.6,6168,Overall,All Races,All Ages,All Grades,"(43.62538123900049, -72.51764079099962)",BEH,100BEH,110CSA,1GEN,8AGE,6RAC,6EDU,BRF20,20
2014,VT,Vermont,Tobacco Use – Survey Data,Cigarette Use (Adults),Current Smoking,BRFSS,,%,Percentage,,*,Data in these cells have been suppressed because of a small sample size,,,,,Overall,American Indian/Alaska Native,All Ages,All Grades,"(43.62538123900049, -72.51764079099962)",BEH,100BEH,110CSA,1GEN,8AGE,2RAC,6EDU,BRF22,22
2014,VT,Vermont,Tobacco Use – Survey Data,Cigarette Use (Adults),Current Smoking,BRFSS,,%,Percentage,,*,Data in these cells have been suppressed because of a small sample size,,,,,Overall,Asian/Pacific Islander,All Ages,All Grades,"(43.62538123900049, -72.51764079099962)",BEH,100BEH,110CSA,1GEN,8AGE,3RAC,6EDU,BRF22,22
2014,VT,Vermont,Tobacco Use – Survey Data,Cigarette Use (Adults),Current Smoking,BRFSS,,%,Percentage,,*,Data in these cells have been suppressed because of a small sample size,,,,,Overall,Hispanic,All Ages,All Grades,"(43.62538123900049, -72.51764079099962)",BEH,100BEH,110CSA,1GEN,8AGE,4RAC,6EDU,BRF22,22
2014,VT,Vermont,Tobacco Use – Survey Data,Cessation (Adults),Percent of Former Smokers Among Ever Smokers,BRFSS,,%,Percentage,66.3,,,1.5,63.4,69.2,1565,Female,All Races,All Ages,All Grades,"(43.62538123900049, -72.51764079099962)",BEH,101BEH,169QUP,3GEN,8AGE,6RAC,6EDU,BRF07,7
2014,VT,Vermont,Tobacco Use – Survey Data,Cessation (Adults),Percent of Former Smokers Among Ever Smokers,BRFSS,,%,Percentage,64.6,,,1.6,61.5,67.7,1415,Male,All Races,All Ages,All Grades,"(43.62538123900049, -72.51764079099962)",BEH,101BEH,169QUP,2GEN,8AGE,6RAC,6EDU,BRF06,6
2014,VT,Vermont,Tobacco Use – Survey Data,Cessation (Adults),Percent of Former Smokers Among Ever Smokers,BRFSS,,%,Percentage,65.4,,,1.1,63.3,67.5,2980,Overall,All Races,All Ages,All Grades,"(43.62538123900049, -72.51764079099962)",BEH,101BEH,169QUP,1GEN,8AGE,6RAC,6EDU,BRF05,5
2014,VT,Vermont,Tobacco Use – Survey Data,Cessation (Adults),Quit Attempt in Past Year Among Every Day Cigarette Smokers,BRFSS,,%,Percentage,50.3,,,3.4,43.7,56.9,308,Female,All Races,All Ages,All Grades,"(43.62538123900049, -72.51764079099962)",BEH,101BEH,167QUA,3GEN,8AGE,6RAC,6EDU,BRF10,10
2014,VT,Vermont,Tobacco Use – Survey Data,Cessation (Adults),Quit Attempt in Past Year Among Every Day Cigarette Smokers,BRFSS,,%,Percentage,56.8,,,3.3,50.3,63.3,311,Male,All Races,All Ages,All Grades,"(43.62538123900049, -72.51764079099962)",BEH,101BEH,167QUA,2GEN,8AGE,6RAC,6EDU,BRF09,9
2014,VT,Vermont,Tobacco Use – Survey Data,Cessation (Adults),Quit Attempt in Past Year Among Every Day Cigarette Smokers,BRFSS,,%,Percentage,53.8,,,2.4,49.1,58.5,619,Overall,All Races,All Ages,All Grades,"(43.62538123900049, -72.51764079099962)",BEH,101BEH,167QUA,1GEN,8AGE,6RAC,6EDU,BRF08,8
2014,VT,Vermont,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Frequency,BRFSS,Every Day,%,Percentage,70.0,,,2.5,65.1,74.9,453,Female,All Races,All Ages,All Grades,"(43.62538123900049, -72.51764079099962)",BEH,100BEH,166SSP,3GEN,8AGE,6RAC,6EDU,BRF25,25
2014,VT,Vermont,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Frequency,BRFSS,Every Day,%,Percentage,72.9,,,2.7,67.7,78.1,414,Male,All Races,All Ages,All Grades,"(43.62538123900049, -72.51764079099962)",BEH,100BEH,166SSP,2GEN,8AGE,6RAC,6EDU,BRF25,25
2014,VT,Vermont,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Frequency,BRFSS,Every Day,%,Percentage,71.5,,,1.8,67.9,75.1,867,Overall,All Races,All Ages,All Grades,"(43.62538123900049, -72.51764079099962)",BEH,100BEH,166SSP,1GEN,8AGE,6RAC,6EDU,BRF25,25
2014,VT,Vermont,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Frequency,BRFSS,Some Days,%,Percentage,30.0,,,2.5,25.1,34.9,453,Female,All Races,All Ages,All Grades,"(43.62538123900049, -72.51764079099962)",BEH,100BEH,166SSP,3GEN,8AGE,6RAC,6EDU,BRF26,26
2014,VT,Vermont,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Frequency,BRFSS,Some Days,%,Percentage,27.1,,,2.7,21.9,32.3,414,Male,All Races,All Ages,All Grades,"(43.62538123900049, -72.51764079099962)",BEH,100BEH,166SSP,2GEN,8AGE,6RAC,6EDU,BRF26,26
2014,VT,Vermont,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Frequency,BRFSS,Some Days,%,Percentage,28.5,,,1.8,24.9,32.1,867,Overall,All Races,All Ages,All Grades,"(43.62538123900049, -72.51764079099962)",BEH,100BEH,166SSP,1GEN,8AGE,6RAC,6EDU,BRF26,26
2014,VT,Vermont,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Status,BRFSS,Current,%,Percentage,15.0,,,0.8,13.5,16.5,3429,Female,All Races,All Ages,All Grades,"(43.62538123900049, -72.51764079099962)",BEH,100BEH,165SSA,3GEN,8AGE,6RAC,6EDU,BRF27,27
2014,VT,Vermont,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Status,BRFSS,Current,%,Percentage,17.8,,,0.9,16.0,19.6,2739,Male,All Races,All Ages,All Grades,"(43.62538123900049, -72.51764079099962)",BEH,100BEH,165SSA,2GEN,8AGE,6RAC,6EDU,BRF27,27
2014,VT,Vermont,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Status,BRFSS,Current,%,Percentage,16.4,,,0.6,15.2,17.6,6168,Overall,All Races,All Ages,All Grades,"(43.62538123900049, -72.51764079099962)",BEH,100BEH,165SSA,1GEN,8AGE,6RAC,6EDU,BRF27,27
2014,VT,Vermont,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Status,BRFSS,Former,%,Percentage,29.6,,,0.9,27.8,31.4,3429,Female,All Races,All Ages,All Grades,"(43.62538123900049, -72.51764079099962)",BEH,100BEH,165SSA,3GEN,8AGE,6RAC,6EDU,BRF28,28
2014,VT,Vermont,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Status,BRFSS,Former,%,Percentage,32.6,,,1.0,30.6,34.6,2739,Male,All Races,All Ages,All Grades,"(43.62538123900049, -72.51764079099962)",BEH,100BEH,165SSA,2GEN,8AGE,6RAC,6EDU,BRF28,28
2014,VT,Vermont,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Status,BRFSS,Former,%,Percentage,31.1,,,0.7,29.8,32.4,6168,Overall,All Races,All Ages,All Grades,"(43.62538123900049, -72.51764079099962)",BEH,100BEH,165SSA,1GEN,8AGE,6RAC,6EDU,BRF28,28
2014,VT,Vermont,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Status,BRFSS,Never,%,Percentage,55.4,,,1.0,53.4,57.4,3429,Female,All Races,All Ages,All Grades,"(43.62538123900049, -72.51764079099962)",BEH,100BEH,165SSA,3GEN,8AGE,6RAC,6EDU,BRF29,29
2014,VT,Vermont,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Status,BRFSS,Never,%,Percentage,49.5,,,1.2,47.2,51.8,2739,Male,All Races,All Ages,All Grades,"(43.62538123900049, -72.51764079099962)",BEH,100BEH,165SSA,2GEN,8AGE,6RAC,6EDU,BRF29,29
2014,VT,Vermont,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Status,BRFSS,Never,%,Percentage,52.5,,,0.8,51.0,54.0,6168,Overall,All Races,All Ages,All Grades,"(43.62538123900049, -72.51764079099962)",BEH,100BEH,165SSA,1GEN,8AGE,6RAC,6EDU,BRF29,29
2014,VA,Virginia,Tobacco Use – Survey Data,Cigarette Use (Adults),Current Smoking,BRFSS,,%,Percentage,19.0,,,1.4,16.3,21.7,1357,Female,All Races,18 to 44 Years,All Grades,"(37.54268067400045, -78.45789046299967)",BEH,100BEH,110CSA,3GEN,5AGE,6RAC,6EDU,BRF45,45
2014,VA,Virginia,Tobacco Use – Survey Data,Cigarette Use (Adults),Current Smoking,BRFSS,,%,Percentage,16.6,,,0.7,15.2,18.0,5287,Female,All Races,All Ages,All Grades,"(37.54268067400045, -78.45789046299967)",BEH,100BEH,110CSA,3GEN,8AGE,6RAC,6EDU,BRF21,21
2014,VA,Virginia,Tobacco Use – Survey Data,Cigarette Use (Adults),Current Smoking,BRFSS,,%,Percentage,22.6,,,0.9,20.7,24.5,3813,Male,All Races,All Ages,All Grades,"(37.54268067400045, -78.45789046299967)",BEH,100BEH,110CSA,2GEN,8AGE,6RAC,6EDU,BRF21,21
2014,VA,Virginia,Tobacco Use – Survey Data,Cigarette Use (Adults),Current Smoking,BRFSS,,%,Percentage,19.5,,,1.5,16.5,22.5,1423,Overall,African American,All Ages,All Grades,"(37.54268067400045, -78.45789046299967)",BEH,100BEH,110CSA,1GEN,8AGE,1RAC,6EDU,BRF22,22
2014,VA,Virginia,Tobacco Use – Survey Data,Cigarette Use (Adults),Current Smoking,BRFSS,,%,Percentage,23.1,,,2.3,18.6,27.6,400,Overall,All Races,18 to 24 Years,All Grades,"(37.54268067400045, -78.45789046299967)",BEH,100BEH,110CSA,1GEN,1AGE,6RAC,6EDU,BRF23,23
2014,VA,Virginia,Tobacco Use – Survey Data,Cigarette Use (Adults),Current Smoking,BRFSS,,%,Percentage,23.5,,,1.2,21.2,25.8,2081,Overall,All Races,25 to 44 Years,All Grades,"(37.54268067400045, -78.45789046299967)",BEH,100BEH,110CSA,1GEN,2AGE,6RAC,6EDU,BRF23,23
2014,VA,Virginia,Tobacco Use – Survey Data,Cigarette Use (Adults),Current Smoking,BRFSS,,%,Percentage,19.5,,,0.9,17.8,21.2,3863,Overall,All Races,45 to 64 Years,All Grades,"(37.54268067400045, -78.45789046299967)",BEH,100BEH,110CSA,1GEN,3AGE,6RAC,6EDU,BRF23,23
2014,VA,Virginia,Tobacco Use – Survey Data,Cigarette Use (Adults),Current Smoking,BRFSS,,%,Percentage,9.5,,,0.7,8.0,11.0,2756,Overall,All Races,65 Years and Older,All Grades,"(37.54268067400045, -78.45789046299967)",BEH,100BEH,110CSA,1GEN,4AGE,6RAC,6EDU,BRF23,23
2014,VA,Virginia,Tobacco Use – Survey Data,Cigarette Use (Adults),Current Smoking,BRFSS,,%,Percentage,38.0,,,2.6,33.0,43.0,717,Overall,All Races,Age 20 and Older,< 12th Grade,"(37.54268067400045, -78.45789046299967)",BEH,100BEH,110CSA,1GEN,6AGE,6RAC,3EDU,BRF24,24
2014,VA,Virginia,Tobacco Use – Survey Data,Cigarette Use (Adults),Current Smoking,BRFSS,,%,Percentage,13.3,,,0.6,12.1,14.5,5978,Overall,All Races,Age 20 and Older,> 12th Grade,"(37.54268067400045, -78.45789046299967)",BEH,100BEH,110CSA,1GEN,6AGE,6RAC,5EDU,BRF24,24
2014,VA,Virginia,Tobacco Use – Survey Data,Cigarette Use (Adults),Current Smoking,BRFSS,,%,Percentage,26.4,,,1.2,24.0,28.8,2274,Overall,All Races,Age 20 and Older,12th Grade,"(37.54268067400045, -78.45789046299967)",BEH,100BEH,110CSA,1GEN,6AGE,6RAC,4EDU,BRF24,24
2014,VA,Virginia,Tobacco Use – Survey Data,Cigarette Use (Adults),Current Smoking,BRFSS,,%,Percentage,37.2,,,2.6,32.2,42.2,699,Overall,All Races,Age 25 and Older,< 12th Grade,"(37.54268067400045, -78.45789046299967)",BEH,100BEH,110CSA,1GEN,7AGE,6RAC,3EDU,BRF24,24
2014,VA,Virginia,Tobacco Use – Survey Data,Cigarette Use (Adults),Current Smoking,BRFSS,,%,Percentage,13.0,,,0.6,11.8,14.2,5797,Overall,All Races,Age 25 and Older,> 12th Grade,"(37.54268067400045, -78.45789046299967)",BEH,100BEH,110CSA,1GEN,7AGE,6RAC,5EDU,BRF24,24
2014,VA,Virginia,Tobacco Use – Survey Data,Cigarette Use (Adults),Current Smoking,BRFSS,,%,Percentage,25.3,,,1.2,22.9,27.7,2177,Overall,All Races,Age 25 and Older,12th Grade,"(37.54268067400045, -78.45789046299967)",BEH,100BEH,110CSA,1GEN,7AGE,6RAC,4EDU,BRF24,24
2014,VA,Virginia,Tobacco Use – Survey Data,Cigarette Use (Adults),Current Smoking,BRFSS,,%,Percentage,19.5,,,0.6,18.3,20.7,9100,Overall,All Races,All Ages,All Grades,"(37.54268067400045, -78.45789046299967)",BEH,100BEH,110CSA,1GEN,8AGE,6RAC,6EDU,BRF20,20
2014,VA,Virginia,Tobacco Use – Survey Data,Cigarette Use (Adults),Current Smoking,BRFSS,,%,Percentage,34.8,,,7.8,19.5,50.1,69,Overall,American Indian/Alaska Native,All Ages,All Grades,"(37.54268067400045, -78.45789046299967)",BEH,100BEH,110CSA,1GEN,8AGE,2RAC,6EDU,BRF22,22
2014,VA,Virginia,Tobacco Use – Survey Data,Cigarette Use (Adults),Current Smoking,BRFSS,,%,Percentage,13.4,,,2.9,7.8,19.0,185,Overall,Asian/Pacific Islander,All Ages,All Grades,"(37.54268067400045, -78.45789046299967)",BEH,100BEH,110CSA,1GEN,8AGE,3RAC,6EDU,BRF22,22
2014,VA,Virginia,Tobacco Use – Survey Data,Cigarette Use (Adults),Current Smoking,BRFSS,,%,Percentage,15.2,,,2.4,10.5,19.9,310,Overall,Hispanic,All Ages,All Grades,"(37.54268067400045, -78.45789046299967)",BEH,100BEH,110CSA,1GEN,8AGE,4RAC,6EDU,BRF22,22
2014,VA,Virginia,Tobacco Use – Survey Data,Cigarette Use (Adults),Current Smoking,BRFSS,,%,Percentage,20.2,,,0.7,18.8,21.6,6800,Overall,White,All Ages,All Grades,"(37.54268067400045, -78.45789046299967)",BEH,100BEH,110CSA,1GEN,8AGE,5RAC,6EDU,BRF22,22
2014,VA,Virginia,Tobacco Use – Survey Data,Cessation (Adults),Percent of Former Smokers Among Ever Smokers,BRFSS,,%,Percentage,55.5,,,1.5,52.5,58.5,2075,Female,All Races,All Ages,All Grades,"(37.54268067400045, -78.45789046299967)",BEH,101BEH,169QUP,3GEN,8AGE,6RAC,6EDU,BRF07,7
2014,VA,Virginia,Tobacco Use – Survey Data,Cessation (Adults),Percent of Former Smokers Among Ever Smokers,BRFSS,,%,Percentage,53.4,,,1.5,50.4,56.4,1937,Male,All Races,All Ages,All Grades,"(37.54268067400045, -78.45789046299967)",BEH,101BEH,169QUP,2GEN,8AGE,6RAC,6EDU,BRF06,6
2014,VA,Virginia,Tobacco Use – Survey Data,Cessation (Adults),Percent of Former Smokers Among Ever Smokers,BRFSS,,%,Percentage,54.3,,,1.1,52.2,56.4,4012,Overall,All Races,All Ages,All Grades,"(37.54268067400045, -78.45789046299967)",BEH,101BEH,169QUP,1GEN,8AGE,6RAC,6EDU,BRF05,5
2014,VA,Virginia,Tobacco Use – Survey Data,Cessation (Adults),Quit Attempt in Past Year Among Every Day Cigarette Smokers,BRFSS,,%,Percentage,52.6,,,2.9,46.9,58.3,569,Female,All Races,All Ages,All Grades,"(37.54268067400045, -78.45789046299967)",BEH,101BEH,167QUA,3GEN,8AGE,6RAC,6EDU,BRF10,10
2014,VA,Virginia,Tobacco Use – Survey Data,Cessation (Adults),Quit Attempt in Past Year Among Every Day Cigarette Smokers,BRFSS,,%,Percentage,52.9,,,2.9,47.3,58.5,486,Male,All Races,All Ages,All Grades,"(37.54268067400045, -78.45789046299967)",BEH,101BEH,167QUA,2GEN,8AGE,6RAC,6EDU,BRF09,9
2014,VA,Virginia,Tobacco Use – Survey Data,Cessation (Adults),Quit Attempt in Past Year Among Every Day Cigarette Smokers,BRFSS,,%,Percentage,52.8,,,2.1,48.8,56.8,1055,Overall,All Races,All Ages,All Grades,"(37.54268067400045, -78.45789046299967)",BEH,101BEH,167QUA,1GEN,8AGE,6RAC,6EDU,BRF08,8
2014,VA,Virginia,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Frequency,BRFSS,Every Day,%,Percentage,74.4,,,2.1,70.3,78.5,777,Female,All Races,All Ages,All Grades,"(37.54268067400045, -78.45789046299967)",BEH,100BEH,166SSP,3GEN,8AGE,6RAC,6EDU,BRF25,25
2014,VA,Virginia,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Frequency,BRFSS,Every Day,%,Percentage,69.3,,,2.2,64.9,73.7,680,Male,All Races,All Ages,All Grades,"(37.54268067400045, -78.45789046299967)",BEH,100BEH,166SSP,2GEN,8AGE,6RAC,6EDU,BRF25,25
2014,VA,Virginia,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Frequency,BRFSS,Every Day,%,Percentage,71.6,,,1.6,68.5,74.7,1457,Overall,All Races,All Ages,All Grades,"(37.54268067400045, -78.45789046299967)",BEH,100BEH,166SSP,1GEN,8AGE,6RAC,6EDU,BRF25,25
2014,VA,Virginia,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Frequency,BRFSS,Some Days,%,Percentage,25.6,,,2.1,21.5,29.7,777,Female,All Races,All Ages,All Grades,"(37.54268067400045, -78.45789046299967)",BEH,100BEH,166SSP,3GEN,8AGE,6RAC,6EDU,BRF26,26
2014,VA,Virginia,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Frequency,BRFSS,Some Days,%,Percentage,30.7,,,2.2,26.3,35.1,680,Male,All Races,All Ages,All Grades,"(37.54268067400045, -78.45789046299967)",BEH,100BEH,166SSP,2GEN,8AGE,6RAC,6EDU,BRF26,26
2014,VA,Virginia,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Frequency,BRFSS,Some Days,%,Percentage,28.4,,,1.6,25.3,31.5,1457,Overall,All Races,All Ages,All Grades,"(37.54268067400045, -78.45789046299967)",BEH,100BEH,166SSP,1GEN,8AGE,6RAC,6EDU,BRF26,26
2014,VA,Virginia,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Status,BRFSS,Current,%,Percentage,16.6,,,0.7,15.2,18.0,5287,Female,All Races,All Ages,All Grades,"(37.54268067400045, -78.45789046299967)",BEH,100BEH,165SSA,3GEN,8AGE,6RAC,6EDU,BRF27,27
